name,asciiname,country,geonameid
São João Nepomuceno,Sao Joao Nepomuceno,Brazil,3448846
São João de Meriti,Sao Joao de Meriti,Brazil,3448877
São João del Rei,Sao Joao del Rei,Brazil,3448879
São João da Boa Vista,Sao Joao da Boa Vista,Brazil,3448902
São João da Barra,Sao Joao da Barra,Brazil,3448903
São Jerônimo,Sao Jeronimo,Brazil,3449045
São Gotardo,Sao Gotardo,Brazil,3449053
São Gonçalo do Sapucaí,Sao Goncalo do Sapucai,Brazil,3449056
São Gabriel,Sao Gabriel,Brazil,3449099
São Francisco do Sul,Sao Francisco do Sul,Brazil,3449112
São Francisco do Conde,Sao Francisco do Conde,Brazil,3449116
São Francisco,Sao Francisco,Brazil,3449176
São Fidélis,Sao Fidelis,Brazil,3449195
São Cristóvão,Sao Cristovao,Brazil,3449310
São Carlos,Sao Carlos,Brazil,3449319
São Caetano do Sul,Sao Caetano do Sul,Brazil,3449324
São Borja,Sao Borja,Brazil,3449340
São Bernardo do Campo,Sao Bernardo do Campo,Brazil,3449344
São Bento do Sul,Sao Bento do Sul,Brazil,3449350
Santos Dumont,Santos Dumont,Brazil,3449427
Santos,Santos,Brazil,3449433
Santo Estêvão,Santo Estevao,Brazil,3449467
Santo Antônio do Monte,Santo Antonio do Monte,Brazil,3449500
Santo Antônio do Amparo,Santo Antonio do Amparo,Brazil,3449516
Santo Antônio de Posse,Santo Antonio de Posse,Brazil,3449518
Santo Antônio de Pádua,Santo Antonio de Padua,Brazil,3449519
Santo Antônio de Jesus,Santo Antonio de Jesus,Brazil,3449521
Santo Antônio da Platina,Santo Antonio da Platina,Brazil,3449529
Santo Ângelo,Santo Angelo,Brazil,3449696
Santo André,Santo Andre,Brazil,3449701
Santo Anastácio,Santo Anastacio,Brazil,3449707
Santo Amaro da Imperatriz,Santo Amaro da Imperatriz,Brazil,3449711
Santo Amaro,Santo Amaro,Brazil,3449720
Santiago,Santiago,Brazil,3449741
Santa Vitória do Palmar,Santa Vitoria do Palmar,Brazil,3449747
Santa Rosa de Viterbo,Santa Rosa de Viterbo,Brazil,3449793
Santa Rosa,Santa Rosa,Brazil,3449822
Santa Rita do Sapucaí,Santa Rita do Sapucai,Brazil,3449847
Santa Rita do Passa Quatro,Santa Rita do Passa Quatro,Brazil,3449851
Santana do Paraíso,Santana do Paraiso,Brazil,3449933
Santana do Livramento,Santana do Livramento,Brazil,3449936
Santana de Parnaíba,Santana de Parnaiba,Brazil,3449948
Santa Maria da Vitória,Santa Maria da Vitoria,Brazil,3450063
Santa Maria,Santa Maria,Brazil,3450083
Santa Luzia,Santa Luzia,Brazil,3450144
Santaluz,Santaluz,Brazil,3450157
Santa Isabel,Santa Isabel,Brazil,3450188
Santa Helena de Goiás,Santa Helena de Goias,Brazil,3450206
Santa Gertrudes,Santa Gertrudes,Brazil,3450225
Santa Fé do Sul,Santa Fe do Sul,Brazil,3450232
Santa Cruz do Sul,Santa Cruz do Sul,Brazil,3450269
Santa Cruz do Rio Pardo,Santa Cruz do Rio Pardo,Brazil,3450272
Santa Cruz das Palmeiras,Santa Cruz das Palmeiras,Brazil,3450283
Santa Cruz Cabrália,Santa Cruz Cabralia,Brazil,3450288
Santa Cecília,Santa Cecilia,Brazil,3450376
Santa Bárbara d'Oeste,Santa Barbara d'Oeste,Brazil,3450404
Salvador,Salvador,Brazil,3450554
Salto de Pirapora,Salto de Pirapora,Brazil,3450563
Salto,Salto,Brazil,3450594
Salinas,Salinas,Brazil,3450671
Sacramento,Sacramento,Brazil,3450759
Ruy Barbosa,Ruy Barbosa,Brazil,3450832
Rubiataba,Rubiataba,Brazil,3450843
Rosário do Sul,Rosario do Sul,Brazil,3450873
Rondonópolis,Rondonopolis,Brazil,3450909
Rolante,Rolante,Brazil,3450963
Rolândia,Rolandia,Brazil,3450964
Rio Verde de Mato Grosso,Rio Verde de Mato Grosso,Brazil,3451051
Rio Verde,Rio Verde,Brazil,3451055
Rio Real,Rio Real,Brazil,3451071
Rio Pardo,Rio Pardo,Brazil,3451102
Rio Negro,Rio Negro,Brazil,3451121
Rio Negrinho,Rio Negrinho,Brazil,3451124
Rio Grande da Serra,Rio Grande da Serra,Brazil,3451134
Rio Grande,Rio Grande,Brazil,3451138
Rio do Sul,Rio do Sul,Brazil,3451152
Rio de Janeiro,Rio de Janeiro,Brazil,3451190
Rio das Pedras,Rio das Pedras,Brazil,3451202
Rio das Ostras,Rio das Ostras,Brazil,3451205
Rio Claro,Rio Claro,Brazil,3451234
Rio Brilhante,Rio Brilhante,Brazil,3451241
Rio Branco do Sul,Rio Branco do Sul,Brazil,3451242
Rio Bonito,Rio Bonito,Brazil,3451261
Ribeirão Preto,Ribeirao Preto,Brazil,3451328
Ribeirão Pires,Ribeirao Pires,Brazil,3451329
Ribeirão das Neves,Ribeirao das Neves,Brazil,3451353
Ribeirão da Ilha,Ribeirao da Ilha,Brazil,3451357
Ribeira do Pombal,Ribeira do Pombal,Brazil,3451383
Riachão do Jacuípe,Riachao do Jacuipe,Brazil,3451474
Resplendor,Resplendor,Brazil,3451650
Resende,Resende,Brazil,3451668
Registro,Registro,Brazil,3451704
Regente Feijó,Regente Feijo,Brazil,3451709
Rancharia,Rancharia,Brazil,3451856
Quirinópolis,Quirinopolis,Brazil,3451931
Queimados,Queimados,Brazil,3452073
Quatro Barras,Quatro Barras,Brazil,3452141
Quaraí,Quarai,Brazil,3452179
Prudentópolis,Prudentopolis,Brazil,3452216
Propriá,Propria,Brazil,3452233
Promissão,Promissao,Brazil,3452237
Presidente Venceslau,Presidente Venceslau,Brazil,3452320
Presidente Prudente,Presidente Prudente,Brazil,3452324
Presidente Epitácio,Presidente Epitacio,Brazil,3452331
Prata,Prata,Brazil,3452440
Praia Grande,Praia Grande,Brazil,3452465
Prado,Prado,Brazil,3452483
Pouso Alegre,Pouso Alegre,Brazil,3452525
Posse,Posse,Brazil,3452599
Porto União,Porto Uniao,Brazil,3452623
Porto Seguro,Porto Seguro,Brazil,3452640
Porto Ferreira,Porto Ferreira,Brazil,3452775
Porto Feliz,Porto Feliz,Brazil,3452779
Porto Alegre,Porto Alegre,Brazil,3452925
Portão,Portao,Brazil,3452982
Porangatu,Porangatu,Brazil,3453014
Pontes e Lacerda,Pontes e Lacerda,Brazil,3453060
Ponte Nova,Ponte Nova,Brazil,3453078
Ponta Porã,Ponta Pora,Brazil,3453150
Pontal,Pontal,Brazil,3453171
Ponta Grossa,Ponta Grossa,Brazil,3453186
Pompéu,Pompeu,Brazil,3453240
Pompéia,Pompeia,Brazil,3453242
Pomerode,Pomerode,Brazil,3453245
Poços de Caldas,Pocos de Caldas,Brazil,3453303
Poconé,Pocone,Brazil,3453315
Poções,Pocoes,Brazil,3453337
Poá,Poa,Brazil,3453406
Planaltina,Planaltina,Brazil,3453420
Piúma,Piuma,Brazil,3453435
Piuí,Piui,Brazil,3453439
Pitangui,Pitangui,Brazil,3453457
Pitangueiras,Pitangueiras,Brazil,3453467
Pitanga,Pitanga,Brazil,3453478
Piritiba,Piritiba,Brazil,3453494
Pires do Rio,Pires do Rio,Brazil,3453503
Piraquara,Piraquara,Brazil,3453535
Pirapozinho,Pirapozinho,Brazil,3453542
Pirapora,Pirapora,Brazil,3453546
Pirajuí,Pirajui,Brazil,3453605
Piraju,Piraju,Brazil,3453610
Piraí do Sul,Pirai do Sul,Brazil,3453622
Piraí,Pirai,Brazil,3453635
Pirassununga,Pirassununga,Brazil,3453639
Piracicaba,Piracicaba,Brazil,3453643
Piracanjuba,Piracanjuba,Brazil,3453659
Piracaia,Piracaia,Brazil,3453661
Pinheiral,Pinheiral,Brazil,3453767
Pinhão,Pinhao,Brazil,3453777
Espírito Santo do Pinhal,Espirito Santo do Pinhal,Brazil,3453807
Pindobaçu,Pindobacu,Brazil,3453827
Pindamonhangaba,Pindamonhangaba,Brazil,3453837
Pilar do Sul,Pilar do Sul,Brazil,3453896
Piedade,Piedade,Brazil,3453926
Petrópolis,Petropolis,Brazil,3454031
Peruíbe,Peruibe,Brazil,3454061
Pereira Barreto,Pereira Barreto,Brazil,3454131
Perdões,Perdoes,Brazil,3454139
Penha,Penha,Brazil,3454213
Penedo,Penedo,Brazil,3454231
Penápolis,Penapolis,Brazil,3454235
Pelotas,Pelotas,Brazil,3454244
Pedro Leopoldo,Pedro Leopoldo,Brazil,3454358
Pedreira,Pedreira,Brazil,3454407
Pedra Azul,Pedra Azul,Brazil,3454578
Pederneiras,Pederneiras,Brazil,3454620
Paulínia,Paulinia,Brazil,3454690
Patrocínio,Patrocinio,Brazil,3454763
Patos de Minas,Patos de Minas,Brazil,3454783
Pato Branco,Pato Branco,Brazil,3454818
Paty do Alferes,Paty do Alferes,Brazil,3454827
Posto da Mata,Posto da Mata,Brazil,3454839
Passos,Passos,Brazil,3454847
Passo Fundo,Passo Fundo,Brazil,3454857
Parobé,Parobe,Brazil,3454954
Paraty,Paraty,Brazil,3455036
Paranavaí,Paranavai,Brazil,3455051
Paranapanema,Paranapanema,Brazil,3455061
Paranaíba,Paranaiba,Brazil,3455065
Paranaguá,Paranagua,Brazil,3455070
Paraíba do Sul,Paraiba do Sul,Brazil,3455141
Paraguaçu Paulista,Paraguacu Paulista,Brazil,3455152
Paraguaçu,Paraguacu,Brazil,3455155
Pará de Minas,Para de Minas,Brazil,3455161
Paracatu,Paracatu,Brazil,3455168
Paracambi,Paracambi,Brazil,3455170
Panambi,Panambi,Brazil,3455281
Palotina,Palotina,Brazil,3455298
Palmital,Palmital,Brazil,3455342
Palmeira das Missões,Palmeira das Missoes,Brazil,3455416
Palmeira,Palmeira,Brazil,3455425
Palmas,Palmas,Brazil,3455459
Palhoça,Palhoca,Brazil,3455478
Paiçandu,Paicandu,Brazil,3455553
Padre Bernardo,Padre Bernardo,Brazil,3455580
Ouro Preto,Ouro Preto,Brazil,3455671
Ouro Branco,Ouro Branco,Brazil,3455689
Ourinhos,Ourinhos,Brazil,3455729
Osvaldo Cruz,Osvaldo Cruz,Brazil,3455756
Osório,Osorio,Brazil,3455769
Osasco,Osasco,Brazil,3455775
Orleans,Orleans,Brazil,3455784
Orlândia,Orlandia,Brazil,3455785
Oliveira,Oliveira,Brazil,3455908
Olímpia,Olimpia,Brazil,3455923
Novo Horizonte,Novo Horizonte,Brazil,3456060
Novo Hamburgo,Novo Hamburgo,Brazil,3456068
Nova Viçosa,Nova Vicosa,Brazil,3456102
Nova Venécia,Nova Venecia,Brazil,3456110
Nova Prata,Nova Prata,Brazil,3456125
Nova Petrópolis,Nova Petropolis,Brazil,3456127
Nova Olímpia,Nova Olimpia,Brazil,3456137
Nova Odessa,Nova Odessa,Brazil,3456138
Nova Lima,Nova Lima,Brazil,3456147
Nova Iguaçu,Nova Iguacu,Brazil,3456160
Nova Granada,Nova Granada,Brazil,3456164
Nova Friburgo,Nova Friburgo,Brazil,3456166
Nova Era,Nova Era,Brazil,3456176
Nossa Senhora do Socorro,Nossa Senhora do Socorro,Brazil,3456223
Nossa Senhora da Glória,Nossa Senhora da Gloria,Brazil,3456240
Niterói,Niteroi,Brazil,3456283
Niquelândia,Niquelandia,Brazil,3456285
Nilópolis,Nilopolis,Brazil,3456290
Nerópolis,Neropolis,Brazil,3456322
Nepomuceno,Nepomuceno,Brazil,3456324
Nazaré,Nazare,Brazil,3456366
Naviraí,Navirai,Brazil,3456368
Navegantes,Navegantes,Brazil,3456370
Nanuque,Nanuque,Brazil,3456398
Muzambinho,Muzambinho,Brazil,3456412
Muritiba,Muritiba,Brazil,3456483
Muriaé,Muriae,Brazil,3456500
Mucuri,Mucuri,Brazil,3456593
Morro do Chapéu,Morro do Chapeu,Brazil,3456696
Morro Agudo,Morro Agudo,Brazil,3456724
Morrinhos,Morrinhos,Brazil,3456735
Montes Claros,Montes Claros,Brazil,3456814
Monte Santo de Minas,Monte Santo de Minas,Brazil,3456816
Montenegro,Montenegro,Brazil,3456826
Monte Mor,Monte Mor,Brazil,3456827
Monte Carmelo,Monte Carmelo,Brazil,3456848
Monte Azul Paulista,Monte Azul Paulista,Brazil,3456863
Monte Aprazível,Monte Aprazivel,Brazil,3456866
Monte Alto,Monte Alto,Brazil,3456873
Mongaguá,Mongagua,Brazil,3456944
Mogi Mirim,Mogi Mirim,Brazil,3456998
Mogi Guaçu,Mogi Guacu,Brazil,3457000
Mogi das Cruzes,Mogi das Cruzes,Brazil,3457001
Mococa,Mococa,Brazil,3457025
Mirandopólis,Mirandopolis,Brazil,3457107
Miracema,Miracema,Brazil,3457133
Mineiros,Mineiros,Brazil,3457147
Miguel Pereira,Miguel Pereira,Brazil,3457191
Miguelópolis,Miguelopolis,Brazil,3457192
Mendes,Mendes,Brazil,3457247
Medianeira,Medianeira,Brazil,3457359
Medeiros Neto,Medeiros Neto,Brazil,3457360
Mauá,Maua,Brazil,3457381
Matozinhos,Matozinhos,Brazil,3457393
Mateus Leme,Mateus Leme,Brazil,3457484
Matão,Matao,Brazil,3457509
Mata de São João,Mata de Sao Joao,Brazil,3457528
Mascote,Mascote,Brazil,3457566
Martinópolis,Martinopolis,Brazil,3457595
Maringá,Maringa,Brazil,3457671
Marília,Marilia,Brazil,3457692
Maricá,Marica,Brazil,3457708
Mariana,Mariana,Brazil,3457736
Marialva,Marialva,Brazil,3457741
Marechal Cândido Rondon,Marechal Candido Rondon,Brazil,3457772
Marau,Marau,Brazil,3457817
Marataizes,Marataizes,Brazil,3457819
Maragogipe,Maragogipe,Brazil,3457850
Maracás,Maracas,Brazil,3457854
Maracaju,Maracaju,Brazil,3457859
Manhumirim,Manhumirim,Brazil,3457950
Manhuaçu,Manhuacu,Brazil,3457952
Mangaratiba,Mangaratiba,Brazil,3457991
Mandaguari,Mandaguari,Brazil,3458049
Mairiporã,Mairipora,Brazil,3458131
Mairinque,Mairinque,Brazil,3458132
Mafra,Mafra,Brazil,3458147
Machado,Machado,Brazil,3458211
Macatuba,Macatuba,Brazil,3458245
Macaé,Macae,Brazil,3458266
Luziânia,Luziania,Brazil,3458329
Lucas,Lucas,Brazil,3458397
Louveira,Louveira,Brazil,3458406
Lorena,Lorena,Brazil,3458425
Londrina,Londrina,Brazil,3458449
Loanda,Loanda,Brazil,3458479
Livramento do Brumado,Livramento do Brumado,Brazil,3458481
Lins,Lins,Brazil,3458494
Linhares,Linhares,Brazil,3458498
Limeira,Limeira,Brazil,3458575
Leopoldina,Leopoldina,Brazil,3458632
Lençóis Paulista,Lencois Paulista,Brazil,3458645
Leme,Leme,Brazil,3458662
Lavras,Lavras,Brazil,3458696
Laranjeiras do Sul,Laranjeiras do Sul,Brazil,3458746
Laranjeiras,Laranjeiras,Brazil,3458778
Laranjal Paulista,Laranjal Paulista,Brazil,3458786
Lapa,Lapa,Brazil,3458826
Lajinha,Lajinha,Brazil,3458902
Lages,Lages,Brazil,3458930
Lajeado,Lajeado,Brazil,3459035
Laguna,Laguna,Brazil,3459094
Lagoa Vermelha,Lagoa Vermelha,Brazil,3459126
Lagoa Santa,Lagoa Santa,Brazil,3459138
Lagoa da Prata,Lagoa da Prata,Brazil,3459251
Lagarto,Lagarto,Brazil,3459342
Ladário,Ladario,Brazil,3459352
Jundiaí,Jundiai,Brazil,3459462
Júlio de Castilhos,Julio de Castilhos,Brazil,3459495
Juiz de Fora,Juiz de Fora,Brazil,3459505
Juatuba,Juatuba,Brazil,3459550
José Bonifácio,Jose Bonifacio,Brazil,3459667
Joinville,Joinville,Brazil,3459712
João Pinheiro,Joao Pinheiro,Brazil,3459785
João Monlevade,Joao Monlevade,Brazil,3459796
Joaçaba,Joacaba,Brazil,3459869
Jeremoabo,Jeremoabo,Brazil,3459922
Jequitinhonha,Jequitinhonha,Brazil,3459925
Jequié,Jequie,Brazil,3459943
Jaú,Jau,Brazil,3460005
Jataí,Jatai,Brazil,3460064
Jarinu,Jarinu,Brazil,3460068
Jardinópolis,Jardinopolis,Brazil,3460071
Jardim,Jardim,Brazil,3460087
Jaraguá do Sul,Jaragua do Sul,Brazil,3460102
Jaraguá,Jaragua,Brazil,3460107
Japeri,Japeri,Brazil,3460132
Januária,Januaria,Brazil,3460148
Jandira,Jandira,Brazil,3460170
Jandaia do Sul,Jandaia do Sul,Brazil,3460172
Janaúba,Janauba,Brazil,3460174
Jales,Jales,Brazil,3460186
Jaguariúna,Jaguariuna,Brazil,3460200
Jaguariaíva,Jaguariaiva,Brazil,3460214
Jaguarari,Jaguarari,Brazil,3460225
Jaguarão,Jaguarao,Brazil,3460232
Jaguaquara,Jaguaquara,Brazil,3460242
Jacutinga,Jacutinga,Brazil,3460267
Jacobina,Jacobina,Brazil,3460344
Jaciara,Jaciara,Brazil,3460355
Jacarezinho,Jacarezinho,Brazil,3460362
Jacareí,Jacarei,Brazil,3460370
Jaboticabal,Jaboticabal,Brazil,3460441
Ivoti,Ivoti,Brazil,3460484
Ituverava,Ituverava,Brazil,3460511
Iturama,Iturama,Brazil,3460513
Itupeva,Itupeva,Brazil,3460516
Itumbiara,Itumbiara,Brazil,3460522
Ituiutaba,Ituiutaba,Brazil,3460523
Ituberá,Itubera,Brazil,3460530
Itu,Itu,Brazil,3460535
Itororó,Itororo,Brazil,3460542
Itaúna,Itauna,Brazil,3460584
Itatinga,Itatinga,Brazil,3460594
Itatiba,Itatiba,Brazil,3460598
Itararé,Itarare,Brazil,3460620
Itaqui,Itaqui,Brazil,3460629
Itaquaquecetuba,Itaquaquecetuba,Brazil,3460644
Itapuranga,Itapuranga,Brazil,3460648
Itápolis,Itapolis,Brazil,3460671
Itapira,Itapira,Brazil,3460699
Itapevi,Itapevi,Brazil,3460718
Itapeva,Itapeva,Brazil,3460723
Itapetininga,Itapetininga,Brazil,3460728
Itapetinga,Itapetinga,Brazil,3460730
Itaperuna,Itaperuna,Brazil,3460733
Itaperuçu,Itaperucu,Brazil,3460734
Itapemirim,Itapemirim,Brazil,3460738
Itapema,Itapema,Brazil,3460740
Itapecerica da Serra,Itapecerica da Serra,Brazil,3460748
Itapecerica,Itapecerica,Brazil,3460752
Itaparica,Itaparica,Brazil,3460764
Itapaci,Itapaci,Brazil,3460773
Itaocara,Itaocara,Brazil,3460774
Itanhaém,Itanhaem,Brazil,3460791
Itambé,Itambe,Brazil,3460813
Itamarandiba,Itamarandiba,Brazil,3460825
Itamaraju,Itamaraju,Brazil,3460826
Itajuípe,Itajuipe,Brazil,3460831
Itajubá,Itajuba,Brazil,3460834
Itajaí,Itajai,Brazil,3460845
Itaí,Itai,Brazil,3460887
Itaguaí,Itaguai,Brazil,3460899
Itabuna,Itabuna,Brazil,3460949
Itaboraí,Itaborai,Brazil,3460950
Itabirito,Itabirito,Brazil,3460954
Itabira,Itabira,Brazil,3460960
Itaberaí,Itaberai,Brazil,3460963
Itaberaba,Itaberaba,Brazil,3460966
Itabaianinha,Itabaianinha,Brazil,3460971
Itabaiana,Itabaiana,Brazil,3460974
Irecê,Irece,Brazil,3461013
Irati,Irati,Brazil,3461017
Iracemápolis,Iracemapolis,Brazil,3461055
Iporá,Ipora,Brazil,3461090
Ipirá,Ipira,Brazil,3461124
Ipiaú,Ipiau,Brazil,3461129
Iperó,Ipero,Brazil,3461134
Ipatinga,Ipatinga,Brazil,3461144
Ipameri,Ipameri,Brazil,3461151
Ipaba,Ipaba,Brazil,3461153
Inhumas,Inhumas,Brazil,3461194
Indaiatuba,Indaiatuba,Brazil,3461311
Indaial,Indaial,Brazil,3461316
Imbituva,Imbituva,Brazil,3461368
Imbituba,Imbituba,Brazil,3461370
Ilhéus,Ilheus,Brazil,3461408
Ilha Solteira,Ilha Solteira,Brazil,3461411
Ilhabela,Ilhabela,Brazil,3461425
Ijuí,Ijui,Brazil,3461444
Iguape,Iguape,Brazil,3461465
Igrejinha,Igrejinha,Brazil,3461481
Igarapé,Igarape,Brazil,3461498
Igarapava,Igarapava,Brazil,3461499
Igaraçu do Tietê,Igaracu do Tiete,Brazil,3461501
Içara,Icara,Brazil,3461519
Ibotirama,Ibotirama,Brazil,3461525
Ibiúna,Ibiuna,Brazil,3461528
Ibitinga,Ibitinga,Brazil,3461550
Ibirité,Ibirite,Brazil,3461563
Ibirataia,Ibirataia,Brazil,3461565
Ibirama,Ibirama,Brazil,3461576
Ibiporã,Ibipora,Brazil,3461588
Ibicaraí,Ibicarai,Brazil,3461606
Ibiá,Ibia,Brazil,3461620
Ibaté,Ibate,Brazil,3461625
Ibaiti,Ibaiti,Brazil,3461628
Iaçu,Iacu,Brazil,3461638
Hortolândia,Hortolandia,Brazil,3461655
Herval,Herval,Brazil,3461680
Gurupi,Gurupi,Brazil,3461724
Guaxupé,Guaxupe,Brazil,3461763
Guarulhos,Guarulhos,Brazil,3461786
Guarujá,Guaruja,Brazil,3461789
Guariba,Guariba,Brazil,3461824
Guaratuba,Guaratuba,Brazil,3461857
Guaratinguetá,Guaratingueta,Brazil,3461859
Guararema,Guararema,Brazil,3461871
Guararapes,Guararapes,Brazil,3461874
Guarapuava,Guarapuava,Brazil,3461879
Guarapari,Guarapari,Brazil,3461888
Guaranésia,Guaranesia,Brazil,3461910
Guaramirim,Guaramirim,Brazil,3461914
Guará,Guara,Brazil,3461935
Guaporé,Guapore,Brazil,3461941
Guapimirim,Guapimirim,Brazil,3461949
Guanhães,Guanhaes,Brazil,3461958
Guanambi,Guanambi,Brazil,3461973
Guaíra,Guaira,Brazil,3461995
Guaçuí,Guacui,Brazil,3462022
Gravataí,Gravatai,Brazil,3462089
Governador Valadares,Governador Valadares,Brazil,3462315
Goiatuba,Goiatuba,Brazil,3462371
Goiás,Goias,Brazil,3462374
Goianira,Goianira,Brazil,3462376
Goiânia,Goiania,Brazil,3462377
Goianésia,Goianesia,Brazil,3462378
Gaspar,Gaspar,Brazil,3462535
Garibaldi,Garibaldi,Brazil,3462557
Garça,Garca,Brazil,3462580
Gandu,Gandu,Brazil,3462601
Frutal,Frutal,Brazil,3462916
Frederico Westphalen,Frederico Westphalen,Brazil,3462956
Franco da Rocha,Franco da Rocha,Brazil,3462964
Francisco Morato,Francisco Morato,Brazil,3462980
Francisco Beltrão,Francisco Beltrao,Brazil,3462996
Franca,Franca,Brazil,3463011
Foz do Iguaçu,Foz do Iguacu,Brazil,3463030
Forquilhinha,Forquilhinha,Brazil,3463066
Formosa,Formosa,Brazil,3463140
Formiga,Formiga,Brazil,3463174
Florianópolis,Florianopolis,Brazil,3463237
Flores da Cunha,Flores da Cunha,Brazil,3463271
Ferraz de Vasconcelos,Ferraz de Vasconcelos,Brazil,3463422
Fernandópolis,Fernandopolis,Brazil,3463432
Feira de Santana,Feira de Santana,Brazil,3463478
Farroupilha,Farroupilha,Brazil,3463605
Eunápolis,Eunapolis,Brazil,3463690
Euclides da Cunha,Euclides da Cunha,Brazil,3463698
Estrela,Estrela,Brazil,3463762
Esteio,Esteio,Brazil,3463859
Estância Velha,Estancia Velha,Brazil,3463865
Estância,Estancia,Brazil,3463900
Esplanada,Esplanada,Brazil,3463920
Espinosa,Espinosa,Brazil,3463939
Esmeraldas,Esmeraldas,Brazil,3464008
Erechim,Erechim,Brazil,3464073
Entre Rios,Entre Rios,Brazil,3464100
Encruzilhada do Sul,Encruzilhada do Sul,Brazil,3464255
Encantado,Encantado,Brazil,3464274
Embu Guaçu,Embu Guacu,Brazil,3464304
Embu,Embu,Brazil,3464305
Elói Mendes,Eloi Mendes,Brazil,3464329
Duque de Caxias,Duque de Caxias,Brazil,3464374
Dourados,Dourados,Brazil,3464460
Dom Pedrito,Dom Pedrito,Brazil,3464547
Dois Vizinhos,Dois Vizinhos,Brazil,3464579
Dois Córregos,Dois Corregos,Brazil,3464618
Divinópolis,Divinopolis,Brazil,3464688
Diamantino,Diamantino,Brazil,3464724
Diamantina,Diamantina,Brazil,3464728
Diadema,Diadema,Brazil,3464739
Descalvado,Descalvado,Brazil,3464809
Curvelo,Curvelo,Brazil,3464891
Curitibanos,Curitibanos,Brazil,3464974
Curitiba,Curitiba,Brazil,3464975
Cuiabá,Cuiaba,Brazil,3465038
Cubatão,Cubatao,Brazil,3465059
Cruzeiro do Oeste,Cruzeiro do Oeste,Brazil,3465083
Cruzeiro,Cruzeiro,Brazil,3465090
Cruz das Almas,Cruz das Almas,Brazil,3465105
Cruz Alta,Cruz Alta,Brazil,3465108
Cristalina,Cristalina,Brazil,3465164
Criciúma,Criciuma,Brazil,3465196
Cravinhos,Cravinhos,Brazil,3465209
Coxim,Coxim,Brazil,3465228
Cotia,Cotia,Brazil,3465284
Cosmópolis,Cosmopolis,Brazil,3465320
Coruripe,Coruripe,Brazil,3465329
Corumbá,Corumba,Brazil,3465342
Coronel Vivida,Coronel Vivida,Brazil,3465459
Coronel Fabriciano,Coronel Fabriciano,Brazil,3465476
Coromandel,Coromandel,Brazil,3465487
Cornélio Procópio,Cornelio Procopio,Brazil,3465508
Corinto,Corinto,Brazil,3465512
Cordeirópolis,Cordeiropolis,Brazil,3465524
Cordeiro,Cordeiro,Brazil,3465527
Contagem,Contagem,Brazil,3465624
Conselheiro Lafaiete,Conselheiro Lafaiete,Brazil,3465644
Congonhas,Congonhas,Brazil,3465671
Conde,Conde,Brazil,3465713
Concórdia,Concordia,Brazil,3465721
Conchal,Conchal,Brazil,3465731
Conceição do Coité,Conceicao do Coite,Brazil,3465748
Conceição do Jacuípe,Conceicao do Jacuipe,Brazil,3465758
Conceição das Alagoas,Conceicao das Alagoas,Brazil,3465764
Conceição da Feira,Conceicao da Feira,Brazil,3465767
Conceição da Barra,Conceicao da Barra,Brazil,3465769
Colorado,Colorado,Brazil,3465881
Colombo,Colombo,Brazil,3465927
Colatina,Colatina,Brazil,3465944
Coaraci,Coaraci,Brazil,3466041
Cláudio,Claudio,Brazil,3466062
Cícero Dantas,Cicero Dantas,Brazil,3466171
Cianorte,Cianorte,Brazil,3466174
Nova Xavantina,Nova Xavantina,Brazil,3466255
Charqueadas,Charqueadas,Brazil,3466261
Chapecó,Chapeco,Brazil,3466296
Cerquilho,Cerquilho,Brazil,3466429
Ceres,Ceres,Brazil,3466436
Celso Ramos,Celso Ramos,Brazil,3466481
Caxias do Sul,Caxias do Sul,Brazil,3466537
Caxambu,Caxambu,Brazil,3466547
Catu,Catu,Brazil,3466641
Catanduva,Catanduva,Brazil,3466692
Catalão,Catalao,Brazil,3466696
Cataguases,Cataguases,Brazil,3466698
Castro,Castro,Brazil,3466704
Castelo,Castelo,Brazil,3466723
Cassilândia,Cassilandia,Brazil,3466750
Casimiro de Abreu,Casimiro de Abreu,Brazil,3466763
Cascavel,Cascavel,Brazil,3466779
Casa Branca,Casa Branca,Brazil,3466824
Carmo do Paranaíba,Carmo do Paranaiba,Brazil,3466902
Carmo do Cajuru,Carmo do Cajuru,Brazil,3466903
Carlos Barbosa,Carlos Barbosa,Brazil,3466933
Carazinho,Carazinho,Brazil,3466978
Caratinga,Caratinga,Brazil,3466988
Carapicuíba,Carapicuiba,Brazil,3466998
Carangola,Carangola,Brazil,3467012
Carandaí,Carandai,Brazil,3467026
Caraguatatuba,Caraguatatuba,Brazil,3467081
Capivari,Capivari,Brazil,3467197
Capinzal,Capinzal,Brazil,3467261
Capim Grosso,Capim Grosso,Brazil,3467272
Capelinha,Capelinha,Brazil,3467305
Capela,Capela,Brazil,3467319
Capão da Canoa,Capao da Canoa,Brazil,3467362
Capâo Bonito,Capao Bonito,Brazil,3467371
Canoinhas,Canoinhas,Brazil,3467452
Canoas,Canoas,Brazil,3467467
Canguçu,Cangucu,Brazil,3467512
Canela,Canela,Brazil,3467530
Cândido Mota,Candido Mota,Brazil,3467542
Candelária,Candelaria,Brazil,3467550
Canavieiras,Canavieiras,Brazil,3467577
Campo Verde,Campo Verde,Brazil,3467673
Campos Novos,Campos Novos,Brazil,3467677
Campos Gerais,Campos Gerais,Brazil,3467680
